Valor
48.253390416799995
47.921371675399996
47.921371675399996
48.142717503
47.921371675399996
48.253390416799995
48.0320445892
47.810698761599994
48.253390416799995
47.921371675399996
48.0320445892
48190.638874675395
48.142717503
47.921371675399996
48.253390416799995
48.0320445892
47.810698761599994
48.253390416799995
48.0320445892
47.921371675399996
48.142717503
47.921371675399996
48.253390416799995
48.0320445892
47.810698761599994
48.253390416799995
47.921371675399996
47.921371675399996
48.142717503
47.921371675399996
48.253390416799995
48.0320445892
47.810698761599994
48.253390416799995
47.921371675399996
48.0320445892
48190.5282017616
47.810698761599994
47.921371675399996
47.921371675399996
47.921371675399996
47.810698761599994
47.7000258478
47.589352934
47.478680020199995
47.3680071064
47.478680020199995
47.478680020199995
47.589352934
47.589352934
47.589352934
47.7000258478
47.810698761599994
47.478680020199995
47.921371675399996
47.589352934
47.478680020199995
47.810698761599994
47.589352934
47.7000258478
47.7000258478
47.478680020199995
47.921371675399996
47.7000258478
47.589352934
47.921371675399996
47.589352934
47.810698761599994
47.810698761599994
47.589352934
48.0320445892
47.7000258478
47.589352934
47.810698761599994
47.589352934
47.810698761599994
47.7000258478
47.589352934
47.921371675399996
47.7000258478
47.589352934
47.810698761599994
47.589352934
47.921371675399996
47.810698761599994
47.589352934
48.0320445892
47.7000258478
47.7000258478
47.921371675399996
47.7000258478
47.921371675399996
47.810698761599994
47.589352934
48.0320445892
47.7000258478
47.7000258478
47.921371675399996
47.7000258478
48.0320445892
47.810698761599994
47.589352934
48.0320445892
47.7000258478
47.7000258478
47.921371675399996
47.7000258478
48.0320445892
47.810698761599994
47.478680020199995
48.0320445892
47.7000258478
47.7000258478
47.810698761599994
47.589352934
47.921371675399996
47.7000258478
47.3680071064
47.921371675399996
47.589352934
47.7000258478
47.810698761599994
47.589352934
48.0320445892
47.7000258478
47.3680071064
47.921371675399996
47.589352934
47.7000258478
47.810698761599994
47.478680020199995
47.921371675399996
47.589352934
47.478680020199995
47.810698761599994
47.478680020199995
47.589352934
47.7000258478
47.3680071064
47.810698761599994
47.589352934
47.3680071064
47.7000258478
47.478680020199995
47.7000258478
47.7000258478
47.478680020199995
47.921371675399996
47.589352934
47.478680020199995
47.810698761599994
47.589352934
47.810698761599994
47.7000258478
47.478680020199995
47.921371675399996
47.589352934
47.478680020199995
47.810698761599994
47.589352934
47.810698761599994
47.7000258478
47.478680020199995
47.921371675399996
47.589352934
47.589352934
47.810698761599994
47.478680020199995
47.7000258478
47.589352934
47.3680071064
47.810698761599994
47.478680020199995
47.478680020199995
47.7000258478
47.478680020199995
47.7000258478
47.589352934
47.3680071064
47.810698761599994
47.589352934
47.478680020199995
47.7000258478
47.478680020199995
47.810698761599994
47.589352934
47.3680071064
47.810698761599994
47.589352934
47.589352934
47.810698761599994
47.478680020199995
47.921371675399996
47.7000258478
47.3680071064
47.921371675399996
47.589352934
47.7000258478
47.810698761599994
47.478680020199995
47.921371675399996
47.7000258478
47.2573341926
47.810698761599994
47.478680020199995
47.589352934
47.589352934
47.3680071064
47.810698761599994
47.589352934
47.3680071064
